document_id,clean_text,sentiment
534,georgefloyd blacklivesmatter charge showed world american propaganda imparts world mind rubbing propaganda used spread antieuropean communist manifesto karl marx russians took bait first httpstcoltzcnvbgac,Positive
535,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
536,it mavulandlela operationdudula putsouthaficansfirst blacklivesmatter sa people like utf fight apartheid p,Neutral
537,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada looking grain mill,Neutral
538,officially longer supporting blacklivesmatter,Positive
539,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
540,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
541,protect black people like protect endangered species httpstcojyrq0fdpvl blacklivesmatter httpstco2ia5nuvlsq,Negative
542,america toxic poisonous wonder poor people live rasdawa liberationsound rastafari blacktwitter blacklivesmatter,Negative
543,mon jan 01 1900 houston texas officer push protested filling watch httpstcobcqlxnyopn houstontexas had blacklivesmatter ulm defundthepolice abolishthepolice,Neutral
544,it jeremiahtvance gateway week 7 know love jesus christ laid life us ought lay ou,Positive
545,jimmy butler boy dead metes dead blacklivesmatter httpstcodokluojn4b,Negative
546,listen share rockford reading daily podcast 059 women race class angela davis specify spotifypodcasts spotifypodcast podcast podcasts podcaster politics political protests books blacklivesmatter ulm httpstcopcyrfch3fq,Neutral
547,it 5iiozuztr4kwbvy eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people,Negative
548,sometimes research realize data differs depending country putting results stay awoke ivermectin americasfrontlinedoctors americasfrontlinedoctorssummit blacklivesmatter alllivesmatter health media censured httpstco0n05ejxml5,Neutral
549,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
550,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
551,it 5iiozuztr4kwbvy eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people,Negative
552,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
553,it 5iiozuztr4kwbvy eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people,Negative
554,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
555,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
556,it 5iiozuztr4kwbvy eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people,Negative
557,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
558,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
559,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
560,it 5iiozuztr4kwbvy eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people,Negative
561,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
562,it king moses bah sympathize animals human beingtiny brains racistukraine blacklivesmatter httpstcolmegedgpim,Neutral
563,it jeremiahtvance gateway week 7 know love jesus christ laid life us ought lay ou,Positive
564,it 5iiozuztr4kwbvy eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people,Negative
565,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
566,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
567,buffalo corps pushed 75 year old martin gugino ground cleared wrongdoing arbitrators wonder people distrust fear police there moving gangs protected state hurt people blacklivesmatter cab httpstco1pe9khl0ql,Positive
568,it 5iiozuztr4kwbvy eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people,Negative
569,blacklivesmatter becomes evil corporation clinton foundation operative lawyers dont give money organizations unless 100 transparent otherwise get she like httpstcoxk3utqe7xr,Negative
570,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
571,shit could demanded height blacklivesmatter movementliterally anythingand mrs requested take aunt jemimah goddamn syrupy bottle ill never let all forget shit,Negative
572,it cbblackman303 two types black people ones want talk chris ones want ta,Negative
573,it blanchardkate loyal came united states family seven years ago fleeing violence democratic republic cong,Positive
574,it michaeldean0116 since democrat say mean regardless vote life matters,Negative
575,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
576,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
577,it werteamangelica freedom honoring humanity more glory freedom hymn holder freedom simply,Positive
578,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
579,it gumbostudio free black man writes surrender woolwork tongueclicking bombfemme torch song mourning pray,Positive
580,it jeremiahtvance gateway week 7 know love jesus christ laid life us ought lay ou,Positive
581,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
582,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
583,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
584,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
585,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
586,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
587,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
588,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
589,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
590,two types black people ones want talk chris ones want talk tim scott vote justice by know side in blacklivesmatter gopbetrayedamerica,Negative
591,it jarano1128 happening since attacker almost never fits narrative dentist mediate mostly in,Positive
592,loyal came united states family seven years ago fleeing violence democratic republic cong blacklivesmatter httpstcokmgidm9gkv,Positive
593,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
594,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
595,since democrat say mean regardless vote life matters commitment create america label vote determine worth blacklivesmatter httpstco7g55ibhpyr,Negative
596,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
597,m7mdkurd blacklivesmatter slogan equal lives matter us palestine un israel anna genocide native palestinian,Neutral
598,it dr chris barton 50 latest book exploring confluence race class mixed methodologies archaeological,Positive
599,it werteamangelica freedom honoring humanity more glory freedom hymn holder freedom simply,Positive
600,it gumbostudio free black man writes surrender woolwork tongueclicking bombfemme torch song mourning pray,Positive
601,it uncle purple free black man although memories ancient map new dreams cartography smoothandswi,Positive
602,it uncle purple free black man although memories ancient map new dreams cartography smoothandswi,Positive
603,it werteamangelica freedom honoring humanity more glory freedom hymn holder freedom simply,Positive
604,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
605,it werteamangelica freedom honoring humanity more glory freedom hymn holder freedom simply,Positive
606,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada amount bead counting statue kissing puffs smoke work save accountability judgement day,Neutral
607,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
608,it werteamangelica freedom honoring humanity more glory freedom hymn holder freedom simply,Positive
609,freedom honoring humanity more glory freedom hymn holder freedom simply believing life matters iamdiriyeosman thebutterflyjungle order book httpstcogd81ycipfv blacklivesmatter httpstcowgu4egmquc httpstconbsr6fnicg,Positive
610,it beantownkid123 never witnessed reaction in walking freedom corner in going intervention sign,Neutral
611,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
612,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
613,chucktodd useful overgrown checking account meetthepress msnbc nbcnews blacklivesmatter gophypocrisy httpstco1kphsejxiy,Positive
614,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
615,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
616,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada point roman catholic turning back catholic charities breaking border laws guilty,Negative
617,it gumbostudio free black man writes surrender woolwork tongueclicking bombfemme torch song mourning pray,Positive
618,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
619,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
620,it jamesshala1 journey tailor s courtneytailor video blacklivesmatter crime s tikhon view onlyfansgirl whiteprivilege,Neutral
621,it gumbostudio free black man writes surrender woolwork tongueclicking bombfemme torch song mourning pray,Positive
622,it uncle purple free black man although memories ancient map new dreams cartography smoothandswi,Positive
623,live podcast 10042022 speaker blacklivesmatter speakingout theburningtruth winging wresting httpstcohutnz14gif,Positive
624,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
625,it gumbostudio free black man writes surrender woolwork tongueclicking bombfemme torch song mourning pray,Positive
626,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
627,it uncle purple free black man although memories ancient map new dreams cartography smoothandswi,Positive
628,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
629,it ricksydney alaska pupil culture wtpblue demvoice1 americans one freshresists freshvoicesrise dems4usa democrats r,Neutral
630,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
631,it mesalliance listen share rockford reading daily podcast 059 women race class angela davis apple applepodcasts,Neutral
632,it oldmainbell king reinstate blacklivesmatter justiceforall,Neutral
633,it mesalliance listen share rockford reading daily podcast 059 women race class angela davis apple applepodcasts,Neutral
634,it mesalliance listen share rockford reading daily podcast 059 women race class angela davis apple applepodcasts,Neutral
635,it oldmainbell king reinstate blacklivesmatter justiceforall,Neutral
636,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
637,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
638,it gumbostudio free black man writes surrender woolwork tongueclicking bombfemme torch song mourning pray,Positive
639,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
640,it maymunarhmimii housemaid can eat or kiss eat can sit or kiss sit etc amp are social media shouting blacklives,Positive
641,it uncle purple free black man although memories ancient map new dreams cartography smoothandswi,Positive
642,king reinstate blacklivesmatter justiceforall,Neutral
643,listen share rockford reading daily podcast 059 women race class angela davis apple applepodcasts applepodcast podcast podcasts podcaster podcastrecommendations politics political protests books blacklivesmatter ulm httpstcofeuk4likrf,Neutral
644,it tesfaye123456 growing body research shows economic sanction dire consequences human populations sanction cause,Positive
645,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada prayer get lord forgive intend next week,Neutral
646,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
647,it uncle purple free black man although memories ancient map new dreams cartography smoothandswi,Positive
648,it gumbostudio free black man writes surrender woolwork tongueclicking bombfemme torch song mourning pray,Positive
649,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
650,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
651,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
652,it gumbostudio free black man writes surrender woolwork tongueclicking bombfemme torch song mourning pray,Positive
653,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
654,it gumbostudio free black man writes surrender woolwork tongueclicking bombfemme torch song mourning pray,Positive
655,free black man writes surrender woolwork tongueclicking bombfemme torch song mourning prayer metamorphosis iamdiriyeosman thebutterflyjungle order gorgeousness httpstcoo9gca9t9fv blacklivesmatter httpstcohkw3r5ztkg httpstco3qifhqunaz,Positive
656,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
657,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
658,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada roman catholics hot cold faith luke warm faith acceptable god spit,Positive
659,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
660,it uncle purple free black man although memories ancient map new dreams cartography smoothandswi,Positive
661,it uncle purple free black man although memories ancient map new dreams cartography smoothandswi,Positive
662,free black man although memories ancient map new dreams cartography smoothandswiftwiththescalpel imagination iamdiriyeosman thebutterflyjungle order httpstcojresml2vh4 blacklivesmatter httpstco6ij2ogiupa httpstcoszqloiweh5,Positive
663,alaska pupil culture wtpblue demvoice1 americans one freshresists freshvoicesrise dems4usa democrats resist asianlivesmatter nativeamericans blacklivesmatter jewish jewishlivesmatter voteblue voteblue2022 httpstcovatz0quxkz via couture,Neutral
664,it liyaayenew sanction blunt ineffective policy tools impose insufficient costs target governments disproportionate,Neutral
665,it ajc4others hard question day white make one unable admit white people negative impacted man,Negative
666,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
667,smith could gone deferens way chris rock nobody perfect black killing black show love black biafrareferendum blacklivesmatter karl afrorock httpstcopgrzq8nkp9,Positive
668,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada roman catholics faced two choice today back choice,Neutral
669,it liyaayenew growing body research shows economic sanction dire consequences human populations sanction cause many,Positive
670,hard question day white make one unable admit white people negative impacted mankind black make one see black people communities objectivehonesty race blacklivesmatter cut education dialogue httpstcojrhkrrudcs,Negative
671,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
672,blacklivesmatter african love black foreign africans brothers sisters hurt httpstcoo6wgvlr2dp,Positive
673,gateway week 7 know love jesus christ laid life us ought lay lives brothers sisters 1 john 316 blacklivesmatter satin protest psrobertmorris gatewaypeople ethanfisher sun up httpstcoc2gatneui3,Positive
674,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
675,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
676,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
677,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
678,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
679,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
680,it indivisibletx24 jeremiahtvance seeks church confirm blacklivesmatter proud support 74 weeks activist resist,Positive
681,marvel black another music video httpstcoumjeahhanh via couture blacktwitter blacklivesmatter,Negative
682,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada chose forsake gathering saints day quit going church never regretted choice,Neutral
683,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
684,it tbasharks fro may 29 2020 atlanta georgia officer body slums woman onto ground watch httpstcobua4pux83k atlantageorgia and,Neutral
685,it tbasharks sat july 25 2020 seattle washington police pepper spray man holding bike watch httpstcocnxx9jr8zh seattlewashington,Neutral
686,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
687,it truly he joebudden calling organ chinese similar calling ukrainian russian salvadoran porto ricans,Neutral
688,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
689,it meaghanthumath black women nearly x likely die childbirth white counterpart many deaths ar,Positive
690,nahamsec enemy already access brow blacklivesmatter,Neutral
691,bobby rush saytheirnames blacklivesmatter,Neutral
692,it meaghanthumath black women nearly x likely die childbirth white counterpart many deaths ar,Positive
693,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
694,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
695,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
696,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
697,joebudden calling organ chinese similar calling ukrainian russian salvadoran porto ricans someone suppurative blacklivesmatter movement disregard disrespect races racism its btsarmy joebudden,Neutral
698,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada given choice forsake gathering saints indulge perversion doctrine would choose,Neutral
699,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
700,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
701,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
702,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
703,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
704,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
705,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
706,httpstcoqm3t8vekof another friend mine wrote poetry book racism could free kindle right powerful book blacklivesmatter,Positive
707,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
708,it jaegerbomb19 nigger lives dont matter blacklivesmatter,Neutral
709,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
710,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
711,it liyaayenew sanction blunt ineffective policy tools impose insufficient costs target governments disproportionate,Neutral
712,it liyaayenew growing body research shows economic sanction dire consequences human populations sanction cause many,Positive
713,it eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people zimbabwe of,Negative
714,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
715,on stewart says racism ultimate whitepeople problem apple news spotlight httpstconfkfikl10b cause continuation ability conclusion hate discrimination blacklivesmatter equalityforall,Negative
716,it youranoncentral new zealand holds one largest black lives matter protests outside united states global unity mo,Negative
717,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
718,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
719,russie smallest innocent reason tried found guilty whitesupremacy anyone says otherwise racism right needs soft get head right blacklivesmatter,Positive
720,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
721,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
722,it liyaayenew growing body research shows economic sanction dire consequences human populations sanction cause many,Positive
723,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
724,it liyaayenew sanction blunt ineffective policy tools impose insufficient costs target governments disproportionate,Neutral
725,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
726,sat july 25 2020 seattle washington police pepper spray man holding bike watch httpstcocnxx9jr8zh seattlewashington sad blacklivesmatter ulm defundthepolice abolishthepolice,Negative
727,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada walked away church god reason wrong doctrine leaders prevented,Negative
728,it meaghanthumath black women nearly x likely die childbirth white counterpart many deaths ar,Positive
729,harvey can brilliant artist whose work always dig deserves love give drops checking cahnartist visiting httpstcomsb1q5lmm9 blacklivesmatter ulm drawingwhileblack httpstcodc9ntym1dx,Positive
730,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
731,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
732,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
733,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
734,un infra abandoned still ignored till today aspects igbolivesmatter blacklivesmatter,Neutral
735,it cbknews17 president tramp vows demand justice jan 6 prisoners full protection civil rights like receive,Positive
736,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
737,it meaghanthumath black women nearly x likely die childbirth white counterpart many deaths ar,Positive
738,state michigan trades 68 million democratic republic cong yet 26 year old patrick loyal executed back head grand rapid michigan police unacceptable patricklyoya blacklivesmatter httpstco0cr0tam2op,Positive
739,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
740,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
741,it charcubed hard conversations racism police brutally amp blacklivesmatter hope you probably noticed,Negative
742,elmercc3 caseycorbin8 realnurse daddy wallymax850 notice picture free toll evaded question diverse friends watched onto picture dandy gorgeousness glorious blacklivesmatter fan means avoiding held accountable need learn perspective instead giving hate httpstcolcx6wqtlv3,Negative
743,it defeated blacklivesmatter founders patrisse callous alicia area median abdullah reportedly used donations secretly buy 6,Negative
744,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
745,it eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people zimbabwe of,Negative
746,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
747,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
748,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada yes get tired sounding like broken record facts truth gods word never change,Negative
749,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
750,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
751,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
752,it full chin end month reminder support blacklivesmatter black folks here thread helpful,Positive
753,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
754,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
755,sores yep tramp right far king right far right bend road like straight line blacklivesmatter trumprapes,Positive
756,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
757,it kodakbeauty87 michstatepolice ltgovgilchrist cnnnewsroom keenansmithwx fox blacklivesmatter civilrights blacktwitter alaska,Neutral
758,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
759,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
760,it klp723 boycott merritt foxes berniesanders merritt hotels blacklivesmatter lbgtq community httpstcoqadyabxghp,Neutral
761,it progressiveomar complying list weapons warranted used protests medius press children,Neutral
762,it eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people zimbabwe of,Negative
763,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada pope said even mother christ save eternal hell judgement day,Neutral
764,patrick loyal 26 year old young man democratic republic cong congolese shot back head killed grand rapid michigan police please share patricklyoya blacklivesmatter sayhisname grandrapids cong justice httpstcohmk9qmb2rx,Positive
765,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
766,it botdefund time defundthewarrentonpolice blacklivesmatter,Neutral
767,it klp723 boycott merritt foxes berniesanders merritt hotels blacklivesmatter lbgtq community,Neutral
768,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
769,it klp723 boycott merritt foxes berniesanders merritt hotels blacklivesmatter lbgtq community httpstcoqadyabxghp,Neutral
770,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
771,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
772,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
773,it eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people zimbabwe of,Negative
774,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
775,michstatepolice ltgovgilchrist cnnnewsroom keenansmithwx fox blacklivesmatter civilrights blacktwitter alaska milan gloriaallred male female students sexually abused th grade science teacher school aware httpstcoimirvfgett httpstcojcnpmlud9a,Positive
776,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
777,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
778,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
779,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
780,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
781,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
782,time defundthewarrentonpolice blacklivesmatter,Neutral
783,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
784,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
785,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
786,it indivisibletx24 jeremiahtvance seeks church confirm blacklivesmatter proud support 74 weeks activist resist,Positive
787,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
788,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
789,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
790,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada held accountable word know christ jesus judgement day,Neutral
791,boycott merritt foxes berniesanders merritt hotels blacklivesmatter lbgtq community httpstcoqadyabxghp,Neutral
792,it pghlesbian24 25yearold black trans woman murdered near chilly name miialoveparker campaign terror marketing,Negative
793,jeremiahtvance seeks church confirm blacklivesmatter proud support 74 weeks activist resistance commitment racial justice equity gatewayslk respond positively southlakearc indivisibleteam southlake httpstcomerfdzfjbk,Positive
794,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
795,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
796,it meaghanthumath black women nearly x likely die childbirth white counterpart many deaths ar,Positive
797,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
798,it meaghanthumath black women nearly x likely die childbirth white counterpart many deaths ar,Positive
799,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada share bible study better knowing knowing abiding,Positive
800,it meaghanthumath black women nearly x likely die childbirth white counterpart many deaths ar,Positive
801,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
802,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada hut reminding bible studies past shared account deal immigration,Negative
803,usambun part problem dismounting black lives usambun ukraine white citizens gets necessary meaningful economical political assistance black lives gray get lip service starve extermination blacklivesmatter,Positive
804,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
805,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
806,it beantownkid123 never witnessed reaction in walking freedom corner in going intervention sign,Neutral
807,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
808,it marktsneed looking fastpaced thrilled little bit romance pick seventh novel available amazon too,Positive
809,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
810,it envirosmartgop gems supported riots death church burning blacklivesmatter anti caused january6thinsurrect,Neutral
811,it saoldara vote aristocrats expression white privilege allows us vote incendiary racism k,Neutral
